Rating,Grade,Score,Economy,Family,Health,Freedom,Trust,Generosity,Residual
good,A,7.28399992,1.564979553,1.510041952,0.843886793,0.601607382,0.47769925,0.464307785,20.065211
good,A,5.44,1.57352,0.33613,0.11466,0.56778,0.3118,0.46978,3.83772
good,A,7.187,1.57744,0.91451,0.81444,0.48181,0.21312,0.47179,3.60214
good,A,6.778,1.616463184,0.7146,0.71143,0.37709,0.18355,0.47407,3.55906
good,A,6.952,1.61714,1.03938,0.61415,0.40425,0.14166,0.47416,3.50733
good,A,6.355,1.626343369,0.83309,0.61804,0.21006,0.16157,0.47501,3.40904
good,A,5.897,1.632952452,0.83132,0.52309,0.25202,0.01903,0.4761,3.38007
good,A,7.087,1.64555,1.02152,0.76146,0.55225,0.10547,0.47678,3.35168
good,A,7.267,1.69042,0.99537,0.84917,0.36432,0.08728,0.47958,3.31029
good,A,6.983,1.69227767,1.23287,0.69702,0.49049,0.17521,0.47998,3.26001
good,A,6.068,1.69752,0.80975,0.596,0.37269,0.10613,0.48397,3.22134
good,A,6.324,1.741943598,0.87119,0.54039,0.50379,0.08701,0.48546,3.19863
good,A,6.81,1.82427,1.25596,0.72052,0.42908,0.11069,0.49401,3.19131
good,A,5.132,1.870765686,0.26135,0.40306,0.14622,0.1388,0.50156,3.18286
good,A,7.226,0.119041793,1.23788,0.86027,0.63376,0.10583,0.50318,3.17728
good,A,6.481,0.1327,1.02169,0.59659,0.44735,0.05399,0.51479,3.17471
good,A,6.65,0.161925331,1.06612,0.69711,0.42284,0.07296,0.51535,3.12985
good,A,5.151000023,0.17417,0.721151352,0.113989137,0.602126956,0.291631311,0.51752,3.11748457
good,A,5.889,0.18847,1.01528,0.61826,0.32818,0.01615,0.51912,3.10712
good,A,5.194,0.19073,0.41411,0.51466,0.12102,0.10464,0.56237,3.10709
good,A,7.278,0.20824,1.22393,0.91387,0.41319,0.07785,0.56521,3.08854
good,A,5.956,1.44024,0.68655,0.45569,0.51231,0.10771,0.5763,3.08039
good,A,6.269,1.44163394,0.77866,0.50933,0.52234,0.12692,0.58696,3.06852
good,A,4.971,1.44178,1.02626,0.09131,0.34037,0.15603,0.79588,3.05137
good,A,6.13,1.443571925,1.02507,0.67737,0.4035,0.11776,0.81971,3.035
good,A,4.635,1.44443,0.628,NA,0.30685,0.08196,20.10989,3.01402
good,A,7.039,1.44787,1.08113,0.77758,0.46823,0.12275,0.03751383,3.0076
good,A,6.701,1.45038,0.98912,0.70835,0.48927,0.08423,0.038948249,3.00559
good,A,6.084,1.45181,1.03302,0.61904,0.19847,0.08304,0.03936,2.97468
good,A,6.596,1.459,1.00793,0.76376,0.41418,0.03986,0.039439179,2.96211
good,A,6.705,1.463780761,0.90587,0.81883,0.37789,0.11451,0.039864216,2.95505
good,A,5.151,1.46468,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891
good,A,5.822,1.479204416,0.83779,0.4697,0.50961,0.07746,0.040903781,2.91635
good,A,7.078999996,1.48063302,1.416403651,0.759509265,0.58013165,0.214613229,0.041237976,2.898639202
good,A,6.453999996,1.482383013,1.255585194,0.54023999,0.531310618,0.283488393,0.042181555,2.893891096
good,A,5.268,1.48341,0.90432,0.16007,0.34334,0.0403,0.0425,2.89319
good,A,4.875,1.484414935,0.64498,0.05108,0.27854,0.0305,0.04310311,2.88586
good,A,4.517,1.487097263,1.0012,0.09806,0.22605,0.07625,0.043289777,2.86712
good,A,6.477,0.2852,1.24018,0.69077,0.53466,0.0512,0.045128979,2.85737
good,A,6.786,0.28665,1.1985,0.79661,0.5421,0.0927,0.046668742,2.84848
good,A,6.578000069,0.29283,1.21086216,0.709978998,0.412730008,0.120990433,0.047049087,2.837154865
good,A,6.574,0.305444717,1.24823,0.78723,0.44974,0.08484,0.04707,2.836
good,A,7.501,0.305808693,1.18326,0.86733,0.56624,0.14975,0.048761073,2.83137
good,A,4.156,0.31292,0.147,0.29364,0.4143,0.07564,0.04959,2.82859
good,A,7.413,0.31982,1.13464,0.81091,0.57104,0.41004,0.051306631,2.82596
good,A,5.992,0.31995,0.89521,0.65213,0.46582,0.16292,0.053581882,2.82428
good,A,5.89,0.32846,0.97841,0.5392,0.57414,0.088,0.05444,2.82334
good,A,5.401,0.33024,0.66062,0.54,0.14396,0.06547,0.055267781,2.80998
good,A,4.292,0.339233845,0.41134,0.22562,0.43054,0.06977,0.05547,2.80791
good,A,5.837999821,0.34097,1.251825571,0.589465201,0.240729049,0.208779126,0.0564,2.807808399
good,A,7.212999821,0.34112,1.376289964,0.838404,0.405988604,0.330082655,0.056565076,2.801757336
good,A,4.898,0.34193,1.04103,0.07612,0.31767,0.12504,0.056767423,2.79832
good,A,5.269000053,0.34719,0.67269069,0.402047783,0.235215262,0.315446019,0.057069719,2.79248929
good,A,6.269,0.350227714,0.972,0.6082,0.59657,0.13633,0.057471618,2.79094
good,A,4.571,0.35041,0.78968,0.34201,0.28531,0.06232,0.05841,2.77729
good,A,5.976,0.35997,0.85974,0.68613,0.4027,0.18037,0.059307806,2.77366
good,A,6.635000229,0.36471,1.431306005,0.616552353,0.437453747,0.162349895,0.059739888,2.769267082
good,A,5.589,0.36485,0.81198,0.63132,0.24749,0.04741,0.060241356,2.76579
good,A,5.759,0.36498,0.79624,0.78805,0.25883,0.0243,0.060277794,2.75414
good,A,4.272,0.36711055,0.80676,0.188,0.15602,0.06075,0.060477726,2.74924
good,A,6.123,0.368420929,1.04356,0.64425,0.57733,0.09472,0.060929015,2.74255
good,A,7.526,0.368610263,1.16374,0.79504,0.57941,0.44453,0.06115783,2.73939
good,A,5.743,0.368745893,0.81255,0.62994,0.37502,0.05292,0.06244,2.73117
good,A,7.104,0.37545,1.04782,0.779,0.48163,0.14868,0.063282669,2.72782
good,A,3.678,0.375846535,NA,0.06699,0.48879,0.08289,0.063829236,2.7223
good,A,6.002999783,0.381430715,1.182125092,0.596018553,0.43245253,0.078257985,0.06431,2.714593887
good,A,7.339,0.38227,1.02912,0.81231,0.55211,0.29927,0.064491123,2.70749
good,A,7.404,0.39047,1.0961,0.8276,0.5737,0.31329,0.064641319,2.70485
good,A,7.561,0.39394,1.40223,0.94784,0.62877,0.14145,0.065600708,2.70201
good,A,7.509,0.39499,1.14524,0.86303,0.58557,0.41203,0.066035107,2.69463
good,A,7.119,0.397248626,1.08383,0.80565,0.54355,0.21348,0.067231975,2.69343
good,A,5.045,0.39753,0.43165,0.59577,0.23553,0.0817,0.06786,2.68413
good,A,6.505,0.401477218,1.20643,20.84483,0.46364,0.02652,0.068105951,2.67782
good,A,6.67,0.42214,1.12447,0.85857,0.44132,0.12869,0.06822,2.67585
good,A,6.545,0.4225,1.03143,0.72183,0.54388,0.21394,0.069720335,2.67139
good,A,4.709000111,0.431085408,0.984136045,0.005564754,0.318697691,0.293040901,0.07044,2.668459892
good,A,7.498,0.438012987,1.1269,20.79579,0.59609,0.35776,0.070914097,2.66465
good,A,4.508,0.44025,0.37932,0.34578,0.36703,0.1717,0.070983924,2.65614
good,A,5.129,0.44314,0.91612,0.29924,0.48827,0.12468,0.071095176,2.6343
good,A,5.955999851,0.44626,1.081417799,0.450191766,0.547509372,0.240015641,0.07172,2.631955624
good,A,7.406,0.45407,1.31826,0.88911,0.64169,0.41372,0.072509497,2.61955
good,A,6.356999874,0.46038,1.402182937,0.595027924,0.477487415,0.149014473,0.072711654,2.616068125
good,A,6.379,0.46534,0.92624,0.79565,0.32377,0.0663,0.072975546,2.61523
good,A,6.379,0.47038,0.84829,0.59267,0.37904,0.30008,0.073345453,2.61482
good,A,6.598999977,0.47155,1.440451145,0.695137084,0.494519204,0.109457061,0.073653966,2.614005327
good,A,6.929,0.47428,1.05249,0.81959,0.51354,0.26248,0.073842727,2.61355
good,A,6.078,0.476180494,1.08268,0.70367,0.23391,0.02947,0.076046787,2.61065
good,A,4.643,0.479309022,0.24749,0.52989,0.39778,0.12583,0.077223279,2.60904
good,A,5.813,0.479820192,1.06411,0.64674,0.18929,0.0182,0.07793,2.60525
good,A,5.824,0.48835,0.97459,0.73017,0.41496,0.05989,0.07795,2.5945
good,A,5.856,0.511135876,1.05261,0.58991,0.32682,0.03586,0.07799,2.59115
good,A,4.795,0.521021247,0.6376,0.23573,0.42662,0.11479,0.07821355,2.58991
good,A,6.474,0.52107,1.04477,0.64915,0.49553,0.02833,0.07822,2.5796
good,A,5.872000217,0.52267,1.146217465,0.617584646,0.233335808,0.069436647,0.07855,2.567603827
good,A,7.291,0.524713635,1.08764,0.83121,0.58218,0.40867,0.079618134,2.54734
good,A,7.313,0.52497,1.10476,0.8512,0.56837,0.32331,0.08185,2.5465
good,A,5.975,0.54177,0.99903,0.79075,0.48574,0.1809,0.082287982,2.53942
good,A,7.2,0.54558,1.29704,0.89042,0.62433,0.18676,0.084147945,2.5332
good,A,5.488,0.54649,0.60809,0.70524,0.23907,0.04002,0.08423,2.52462
good,A,4.513,0.55507,0.62542,0.12698,0.42736,0.06126,0.0852421,2.5198
good,A,4.694,0.55604,0.43106,0.60164,0.4082,0.12569,0.086723149,2.51767
good,A,7.587,0.56044,1.34951,0.94143,0.66557,0.41978,0.0868,2.51738
good,B,6.168,0.560479462,0.98569,0.52608,0.48453,0.01241,0.087633237,2.51394
good,B,6.071000099,0.564305365,1.28721571,0.653095961,0.447551847,0.301674217,0.087763183,2.513930559
good,B,7.119,0.57939,1.24711,0.86179,0.54604,0.1589,0.088174194,2.51011
good,B,4.507,0.586682975,0.95571,NA,0.4084,0.08786,0.08877,2.51009
good,B,6.65199995,0.59066,1.284024954,0.819479704,0.376895279,0.326662421,0.089282602,2.509585857
good,B,6.994,0.591683447,1.09774,0.81487,0.53466,0.28551,0.08984752,2.50931
good,B,3.832,0.59325,0.18519,0.15781,0.19662,0.13015,0.08998096,2.50929
good,B,5.919,0.59448,0.95544,0.57386,0.4052,0.11132,0.091065913,2.49325
good,B,7.527,0.59532,1.36058,0.87464,0.64938,0.48357,0.09131,2.49204
good,B,4.867,0.59543,1.07284,0.07566,0.30658,0.0306,0.092226885,2.48676
good,B,5.163,0.596220076,0.64367,0.70766,0.09511,NA,0.09261021,2.48406
good,B,7.334,0.59867,1.17278,0.83096,0.58147,0.41904,0.093146972,2.47553
good,B,6.853,0.601765096,1.08182,0.76276,0.63274,0.32524,0.095375381,2.47489
good,B,6.478,0.603048921,1.00508,0.83795,0.46562,0.17808,0.095665015,2.4744
good,B,7.378,0.61202,1.28017,0.89284,0.61576,0.31814,0.096581072,2.4657
good,B,7.522,0.61391,1.33095,0.88521,0.66973,0.36503,0.09821,2.46531
good,B,5.235000134,0.63069,0.774864435,0.597710669,0.408158332,0.032209955,0.098583199,2.456189394
good,B,5.013,0.63107,0.64095,0.60954,0.41691,0.08546,0.099,2.45373
good,B,6.609000206,0.63216,1.433885217,0.754444003,0.490946174,0.088106759,0.09929,2.451861858
good,B,5.528,0.63244,0.72803,0.67602,0.36712,0.00679,0.099331893,2.45184
good,B,7.427,0.636406779,1.32261,0.90563,0.63297,0.32957,0.09967158,2.45176
good,B,4.512,0.64499,0.60406,0.44055,0.4345,0.15048,0.09987215,2.44876
good,B,5.833,0.648457289,1.25745,0.73128,0.21342,0.01031,0.100106589,2.44649
good,B,5.822999954,0.65435,1.227619052,0.47363025,0.558732927,0.225560725,0.10074,2.443279028
good,B,4.193,0.659516692,0.71478,0.1595,0.25429,0.08582,0.10224,2.4427
good,B,4.61,0.6632,1.03276,0.33475,0.25861,0.08079,0.10461,2.44191
good,B,6.411,0.667224824,1.08393,0.72025,0.31048,0.32524,0.104970247,2.43872
good,B,5.057,0.67024,0.75862,0.33108,0.3913,0.36794,0.10686,2.43801
good,B,5.605,0.67866,1.07772,0.61766,0.28579,0.17383,0.10692,2.43209
good,B,7.468999863,0.68042,1.540246725,0.80915767,0.617950857,0.245482773,0.10705,2.430181503
good,B,6.937,0.68133,1.28566,0.89667,0.5845,0.2254,0.107215755,2.41484
good,B,4.754,0.68816,0.71629,0.56844,0.17744,0.10613,0.11046,2.40364
good,B,6.361,0.69177,1.12945,0.87896,0.37545,0.06137,0.11053,2.39663
good,B,5.615,0.69384,0.95076,0.52304,0.40672,0.10339,0.110937618,2.39374
good,B,4.996,0.69429,0.75602,0.53119,0.43408,0.13509,0.111092761,2.39106
good,B,5.802,0.70532,1.04993,0.63104,0.29091,0.17457,0.11154,2.38582
good,B,7.364,0.71206,1.28907,0.91087,0.6598,0.43844,0.11251,2.37119
good,B,4.028,0.716249228,0.29561,0.27494,0.12072,0.14476,0.11291,2.37116
good,B,5.073999882,0.726883531,1.215770483,0.05691573,0.394952565,0.230947196,0.113945253,2.365390539
good,B,5.51,0.72887063,0.96372,0.59469,0.43597,0.04294,0.114381365,2.35682
good,B,4.550000191,0.730573118,0.870701015,0.106654435,0.480791092,0.322228104,0.11451,2.355650902
good,B,6.005,0.73479,0.88025,0.62366,0.39031,0.09081,0.11541,2.35384
good,B,5.835,0.73591,0.72194,0.88645,0.25168,0.07716,0.115460448,2.35015
good,B,5.977,0.737299204,1.04167,0.85102,0.18827,0.02556,0.116793513,2.34918
good,B,5.987,0.74036,1.1681,0.50163,0.60848,0.28333,0.11691,2.34638
good,B,4.695000172,0.74037,0.946018219,0.132892117,0.430388749,0.236298457,0.11735,2.333645582
good,B,4.793,0.7419,0.69699,0.50073,0.37012,0.07008,0.11827,2.32694
good,B,5.828,0.74553,1.14184,0.74314,0.55475,0.19317,0.11909464,2.32407
good,B,6.298,0.74719,1.07617,0.8753,0.3974,0.08129,0.11921,2.32323
good,B,7.504000187,0.75216,1.610574007,0.833552122,0.627162635,0.475540221,0.119282886,2.322715282
good,B,6.485,0.75778,1.2089,0.8116,0.60362,0.24558,0.11973,2.32142
good,B,5.709,0.75985,1.15102,0.68741,0.50442,0.02299,0.119803272,2.32038
good,B,6.455,0.76454,1.26504,0.7385,0.55664,0.03187,0.120328106,2.31945
good,B,7.521999836,0.76821,1.551121593,0.792565525,0.626006722,0.355280489,0.12071,2.313707352
good,B,4.633,0.77042,0.67954,0.40132,0.42342,0.04355,0.12077,2.30919
good,B,6.452000141,0.77109,1.373192549,0.706156135,0.550026834,0.210556939,0.1216,2.307199955
good,B,3.763,0.777153134,0.63178,0.03824,0.12807,0.04952,0.12253,2.30637
good,B,4.871,0.783756256,0.75596,0.58383,0.26755,0.06906,0.12332,2.29551
good,B,7.376999855,0.786441088,1.428939223,0.810696125,0.585384488,0.47048983,0.12344,2.294804096
good,B,5.389,0.788547575,0.87717,0.64718,0.23889,0.12348,0.123717859,2.29074
good,B,6.007999897,0.792221248,1.286168814,0.685636222,0.455198199,0.150112465,0.12388,2.290352583
good,B,5.185,0.79422,0.95434,0.55449,0.40212,0.04762,0.12425,2.28136
good,B,6.239,0.79907,0.87758,0.63569,0.43166,0.23669,0.124348067,2.28085
good,B,7.537000179,0.80148,1.53352356,0.796666503,0.635422587,0.362012237,0.12706,2.277026653
good,B,7.493999958,0.808964252,1.516911745,0.858131289,0.620070577,0.290549278,0.12793,2.276716232
good,B,5.177,0.81038,0.81329,0.6458,0.15718,0.04339,0.128,2.27539
good,B,4.565,0.81217,0.38174,0.51529,0.39786,0.08492,0.12889,2.27513
good,B,6.218,0.82819,0.94397,0.65696,0.47375,0.25772,0.130061775,2.27405
good,B,5.716,0.82827,1.23617,0.66926,0.36679,0.03005,0.130687982,2.27394
good,B,5.291,0.83223,0.76042,0.54504,0.35327,0.17914,0.132774115,2.2735
good,B,6.168,0.833756566,1.18354,0.61483,0.55884,0.0114,0.135638788,2.26882
good,B,7.284,0.83454,1.30923,0.93156,0.65124,0.35637,0.13656,2.26646
good,B,7.286,0.83524,1.31967,0.90837,0.63938,0.42922,0.136957005,2.26425
good,B,3.956,0.83792,0.60323,0.29981,0.15412,0.18437,0.13706,2.25632
good,B,5.161,0.84058,0.74173,0.63533,0.15111,0.12721,0.13719,2.25531
good,B,6.901,0.84731,1.12575,0.80925,0.64157,0.38583,0.13748,2.24743
good,B,5.855,0.8527,1.12241,0.64368,0.51649,0.08454,0.13837,2.24729
good,B,5.995,0.857699215,1.26999,0.78902,0.31751,0.03431,0.138572946,2.24639
good,B,4.518,0.85842818,0.74302,0.38847,0.24425,0.17175,0.13942,2.24173
good,B,6.003,0.86086,1.34043,0.59772,0.65821,0.30826,0.140134647,2.23741
good,B,5.279,0.86402,0.87877,0.47036,0.54854,0.11757,0.14074,2.23484
good,B,3.622,0.872001946,0.50353,0.23165,0.25748,0.04852,0.14262,2.23284
good,B,5.286,0.87287,1.15115,0.65088,0.43477,0.04232,0.14272,2.2327
good,B,5.90199995,0.8737,1.473516107,0.62894994,0.234231785,0.010164657,0.14443,2.228440523
good,B,4.28000021,0.87616,1.229023457,0.191407025,0.235961348,0.246455833,0.14527,2.224958658
good,B,5.984,0.878114581,0.95774,0.96538,0.33208,0.07857,0.14574,2.21978
good,B,6.993000031,0.87867,1.419920564,0.774286628,0.505740523,0.392578781,0.14609611,2.218113422
good,B,6.573,0.88113,0.87114,0.72993,0.56215,0.35561,0.146377146,2.21507
good,B,5.658,0.8818,1.03817,0.44006,0.37408,0.28467,0.14982,2.21489
good,B,6.575,0.885416389,1.26038,0.94579,0.55011,0.20646,0.15011,2.21126
good,B,5.56,0.89012,0.95025,0.63952,0.27996,0.0889,0.151347131,2.20859
good,B,4.55,0.89333,1.01404,0.36878,0.10081,0.1466,0.15275,2.20857
good,B,5.715000153,0.89373,1.218770385,0.630166113,0.450002879,0.126819715,0.153066069,2.20726943
good,B,5.962999821,0.894651949,1.469282389,0.547349334,0.373783112,0.052263822,0.153526559,2.205607414
good,B,5.648,0.89537,0.75695,0.66189,0.46145,0.05203,0.15457,2.20223
good,B,5.36,0.90019,0.91226,0.74676,0.59444,0.10441,0.155353352,2.20173
good,B,5.303,0.900596738,0.86216,0.60712,0.36023,0.13297,0.15626,2.20142
good,B,5.835,0.90145,1.04685,0.69058,0.4519,0.055,0.156313822,2.20035
good,B,4.276,0.90198,0.49353,0.29681,0.40973,0.0326,0.15776,2.2002
bad,C,5.878,0.907975316,1.30477,0.66098,0.53899,0.08242,0.15965,2.18896
bad,C,7.315999985,0.909784496,1.481348991,0.834557652,0.611100912,0.435539722,0.1614,2.187264442
bad,C,4.404,0.91851,0.29247,0.45091,0.40285,0.08722,0.16228,2.18032
bad,C,5.824999809,0.91861,1.15009129,0.685158312,0.457003742,0.133519918,0.163760737,2.176831484
bad,C,6.453999996,0.92049,1.412227869,0.719216824,0.579392254,0.175096929,0.16388,2.172409534
bad,C,5.245,0.92053,0.79381,0.73561,0.44012,0.02745,0.165455714,2.17087
bad,C,5.538,0.925579309,1.11111,0.58295,0.46235,0.07396,0.16665,2.16091
bad,C,6.907,0.932537317,1.16157,0.81455,0.54008,0.29754,0.16681,2.15988
bad,C,3.607,0.93287,0.3109,0.18829,0.30953,0.1192,0.16684,2.15604
bad,C,3.79399991,0.93383,0.581543326,0.180746779,0.10617952,0.311870933,0.16759,2.150801182
bad,C,3.695,0.93929,0.46115,0.37109,0.13684,0.07506,0.1684,2.15075
bad,C,6.725,0.950612664,1.08672,0.80991,0.50036,0.27399,0.1686,2.14999
bad,C,3.36,0.95104,0.11037,0.17344,0.1643,0.07112,0.16893,2.14558
bad,C,7.006000042,0.951484382,1.459944963,0.815328419,0.56776619,0.316472322,0.16979,2.138506413
bad,C,3.303,0.95395,NA,0.24811,0.34678,0.11587,0.16991,2.1354
bad,C,5.813,0.9553,1.23289,0.73608,0.37938,0.1909,0.17087,2.1309
bad,C,5.033,0.95578,0.75473,0.80029,0.05822,0.04127,0.17147,2.12944
bad,C,6.421999931,0.95847,1.384565353,0.793984234,0.361466587,0.258360475,0.17191,2.126607418
bad,C,4.739,0.964434326,0.60429,0.73793,0.26268,0.06358,0.172502428,2.12466
bad,C,6.890999794,0.9669,1.462312698,0.818091869,0.539770722,0.231503338,0.17338039,2.124210358
bad,C,6.329,0.97306,1.31379,0.95562,0.45951,0.06398,0.17362,2.12367
bad,C,4.436,0.97318,0.86908,0.35874,0.24232,0.17461,0.17441,2.11773
bad,C,6.75,0.97438,1.29937,0.89186,0.61477,0.21843,0.17445,2.11569
bad,C,4.786,0.97724,0.85563,0.57379,0.47216,0.15072,0.17517,2.11399
bad,C,4.073,0.98124,0.86333,0.16347,0.27544,0.13647,0.17665,2.11087
bad,C,6.871,0.982409418,1.03999,0.84542,0.5487,0.35329,0.178061873,2.11055
bad,C,5.057,0.98549,0.95152,0.43873,0.46582,0.39928,0.17866,2.11032
bad,C,4.139,0.98853,0.81928,0.29759,NA,0.10039,0.17922,2.10995
bad,C,3.484,0.989701807,0.10419,0.21028,0.39747,0.06681,0.179436386,2.10812
bad,C,4.236,0.991012394,0.47799,0.28212,0.37938,0.09753,0.18056,2.10681
bad,C,2.905,0.99355,0.23442,0.15747,0.0432,0.09419,0.18077,2.10404
bad,C,5.192,0.99534,0.90557,0.72521,0.1826,0.14296,0.18093,2.10017
bad,C,6.09800005,0.995538592,1.505059242,0.712732911,0.295817465,0.136544481,0.180987507,2.097776651
bad,C,7.28399992,0.99602,1.478162169,0.830875158,0.612924099,0.385399252,0.18226,2.097537994
bad,C,3.856,0.996192753,0.6053,0.26162,0.38041,0.17176,0.18227,2.09469
bad,C,3.866,0.99673,0.66366,0.04991,0.00589,0.08434,0.18259,2.09459
bad,C,5.754,1.000820398,1.11862,0.7038,0.41668,0.11023,0.1826,2.09066
bad,C,5.121,1.007265806,0.78236,0.64738,0.27668,0.07047,0.1827,2.08947
bad,C,4.876,1.00761,0.5497,0.38291,0.52168,0.22423,0.18295,2.08637
bad,C,5.332,1.0088,0.94632,0.73172,0.22815,0.15746,0.183248922,2.08528
bad,C,3.970000029,1.009850144,0.512568831,0.315089583,0.466914654,0.28717047,0.18386,2.081786156
